id,latitude,longitude
16740,-10.94018091,-37.08001476
7209,-10.9104884,-37.0931939
12580,-10.95195757,-37.06100979
16502,-10.98739177,-37.05140596
1660,-10.91373333,-37.05273667
12743,-10.89677962,-37.05344255
5213,-10.89742412,-37.06167293
9616,-10.95159888,-37.06333383
16622,-10.95532512,-37.06914314
18782,-10.94416297,-37.08889606
9392,-10.89671497,-37.05346948
2564,-10.92655333,-37.10233667
3976,-10.362715800000002,-36.75067265
19425,-10.96772683,-37.05938513
11910,-10.90423621,-37.0491376
8746,-10.8975921,-37.05091033
7184,-10.9157933,-37.082104
7440,-27.283674100000002,-48.63102637
5869,-10.90527093,-37.05768461
3034,-10.92613,-37.10313
12877,-10.90513417,-37.05805725
15957,-10.90757025,-37.02111661
14940,-10.94285798,-37.05582714
2588,-10.92662833,-37.102325
13001,-10.97584171,-37.04717134
18755,-10.94419909,-37.08799875
13471,-10.91865639,-37.0685254
16301,-10.93729935,-37.06473878
9671,-10.94980218,-37.07161036
10679,-10.93491305,-37.08319426
16275,-11.01097923,-37.08724859
18954,-10.94377953,-37.08858761
1158,-10.90534819,-37.06848812
9817,-10.89711667,-37.07969833
2259,-10.98815333,-37.05253333
6505,-10.90242922,-37.04999868
16450,-10.94518627,-37.04854331
12200,-10.9282546,-37.04335077
4839,-10.92220012,-37.09376768
6205,-10.98803491,-37.07232187
13881,-10.90369243,-37.07714292
5221,-10.89850339,-37.06148852
19498,-10.95510095,-37.05308853
3575,-10.48268545,-36.6223411
1305,-10.91870781,-37.06922829
14319,-10.94979692,-37.07031096
11476,-10.92274167,-37.04728833
10593,-10.93436917,-37.07527018
1604,-10.908005000000001,-37.05181333
19483,-10.96132795,-37.05473744
1706,-10.92247333,-37.05139833
18456,-10.90452859,-37.06663205
927,-10.91046345,-37.06376038
10733,-10.94550666,-37.08833884
4530,-10.35333126,-36.79582973
11760,-10.96537333,-37.04236167
763,-10.91837932,-37.04946533
16009,-10.89920505,-37.05060606
2303,-10.96576667,-37.080275
12288,-10.89807565,-37.05274031
11603,-10.92267667,-37.04736167
261,-10.91854341,-37.05965251
13516,-10.92467186,-37.10472906
10364,-10.91091363,-37.06697302
17654,-10.94438593,-37.06885005
18381,-10.90298714,-37.05812705
90,-10.94708532,-37.04578286
3728,-10.44545403,-36.49776778
13748,-10.97798478,-37.07008014
16461,-10.94517969,-37.04854733
5440,-10.90859458,-37.09116682
19125,-10.94769081,-37.07319044
15407,-10.85459401,-37.06108323
10095,-10.89711833,-37.079685
5716,-10.90297727,-37.05903632
11586,-10.9227,-37.04743333
11380,-10.97578667,-37.04702
4250,-10.38042751,-36.85020905
12380,-10.89636426,-37.05108115
11955,-10.91610131,-37.04767887
7162,-10.9281401,-37.0731174
2177,-10.97581167,-37.04713667
747,-10.9164315,-37.04755438
1141,-10.90635141,-37.06230836
19482,-10.96213281,-37.05452113
14242,-10.96666525,-37.06493954
16469,-10.94518024,-37.04854603
11984,-10.92509302,-37.04419045
11739,-10.95491167,-37.04514167
14747,-10.91640723,-37.04739222
2245,-10.924619999999999,-37.10468833
9491,-10.91286648,-37.04786142
16337,-10.93760248,-37.06356589
5642,-10.91992019,-37.0573374
2961,-10.92655333,-37.10227167
14504,-10.91081994,-37.09299409
758,-10.91834766,-37.04877383
11250,-10.90229486,-37.04944279
16260,-11.01067295,-37.07717771
11716,-10.944685,-37.04639667
3603,-10.46703395,-36.63468722
10195,-10.897135,-37.07962333
1869,-10.937205,-37.05069833
26,-10.94153251,-37.05734578
15236,-10.87972134,-37.04921335
15717,-10.91877196,-37.06883318
12442,-10.915576,-37.0477471
10035,-10.89709333,-37.07970833
13490,-10.92030271,-37.08936701
5286,-10.90772607,-37.07301938
5292,-10.90771396,-37.0730367
17123,-10.91857738,-37.05662335
876,-10.92274161,-37.09607361
14609,-10.89685623,-37.05355466
2850,-10.92123833,-37.10077333
4275,-10.42993106,-36.67038367
12527,-10.9415581,-37.051174100000004
18521,-10.83465027,-37.06749105
2491,-10.92573167,-37.10314167
6964,-10.94738018,-37.07133287
14407,-10.92535048,-37.08042683
12757,-10.89684135,-37.05350131
17325,-10.932996300000001,-37.05601522
8961,-10.95455671,-37.05304277
19039,-10.97117797,-37.06663136
16318,-10.93759949,-37.06358368
2404,-10.92035667,-37.08861833
3006,-10.92664667,-37.10219333
3258,-10.9097725,-37.07115147
7177,-10.9151148,-37.0870727
12265,-10.9024527,-37.05005359
13043,-10.93443374,-37.05003281
9145,-10.94592734,-37.05700363
14466,-10.91793502,-37.08571926
15,-10.9403891,-37.05829088
2433,-10.92152333,-37.09206667
12941,-10.9143199,-37.06424356
863,-10.91886331,-37.08459254
14681,-10.896862599999999,-37.05354493
15133,-10.85730093,-37.05823304
15499,-10.87874937,-37.04974724
17553,-10.96684055,-37.06488037
16728,-10.94185542,-37.07830071
1321,-10.91839505,-37.075699900000004
10070,-10.89709333,-37.07970833
1057,-10.89641704,-37.05491169
5265,-10.905062800000001,-37.07134335
15653,-10.915000099999999,-37.05110302
5268,-10.90545191,-37.07168472
17502,-10.93932551,-37.06295235
4661,-10.38580945,-36.88917801
6411,-10.94206338,-37.04909252
1349,-10.90140333,-37.05603333
15181,-10.85326711,-37.06460453
18475,-10.90321443,-37.05245815
16224,-10.98280449,-37.05400308
13827,-10.93273844,-37.08263695
10481,-10.90726399,-37.06185491
1148,-10.90598051,-37.064777500000005
5872,-10.90527287,-37.0576705
18898,-10.95053406,-37.06637363
2323,-10.94947833,-37.07467833
18122,-10.95639965,-37.04553198
11232,-10.90687408,-37.04813558
3035,-10.92616333,-37.10324833
15671,-10.91845177,-37.05337604
15097,-10.92284272,-37.04739864
1744,-10.92334667,-37.04744
5832,-10.90280421,-37.05492806
745,-10.91492666,-37.04793266
3778,-10.44532761,-36.51081863
8997,-10.94779945,-37.07236011
4500,-10.3498839,-36.76948407
10023,-10.89709333,-37.07970833
3771,-10.41780551,-36.69287234
1571,-10.90810167,-37.05172667
8697,-10.89684329,-37.05360081
6975,-10.94721781,-37.07091015
9893,-10.897135,-37.07962333
12741,-10.89677968,-37.0534422
19232,-10.94356128,-37.08663034
6306,-10.96416293,-37.05359939
15377,-10.87140646,-37.05374723
7154,-10.9280251,-37.0723804
14558,-10.93895533,-37.05057113
15339,-10.90760566,-37.07195547
3311,-10.90847375,-37.07221199
2559,-10.926555,-37.10226667
1394,-10.90810167,-37.05174333
6666,-10.90348491,-37.05422527
15969,-10.90426792,-37.02737748
1713,-10.92235667,-37.05147
768,-10.91844653,-37.05104291
9885,-10.897135,-37.07962333
15219,-10.87219559,-37.05333049
1720,-10.92236833,-37.05157167
6286,-10.97477453,-37.05374813
7406,-27.30275463,-48.63213117
13588,-10.91839311,-37.07552546
17131,-10.91851486,-37.05286923
16178,-10.95455757,-37.052767200000005
15395,-10.85812398,-37.05838812
9641,-10.94980529,-37.07160772
19228,-10.94285184,-37.08360975
9710,-10.89709333,-37.07970833
13226,-10.97430485,-37.04312975
6439,-10.930725599999999,-37.04660183
2015,-10.97081667,-37.05378167
17975,-10.91490654,-37.06691078
13845,-10.92131397,-37.08263567
15642,-10.91293077,-37.05275695
16713,-10.94555718,-37.07469044
14161,-11.01470479,-37.08018077
10002,-10.897110000000001,-37.07973667
12347,-10.89673162,-37.05336066
7455,-10.925716099999999,-37.075154100000006
17733,-10.9442384,-37.06863877
16611,-10.95739982,-37.06931986
2094,-10.982045,-37.05299667
11918,-10.90660775,-37.04825621
9298,-10.90242152,-37.04983349
11518,-10.9227,-37.04730833
10331,-10.91012589,-37.06381172
10478,-10.90644566,-37.06144472
1537,-10.90258667,-37.05509833
4032,-10.35113775,-36.76692783
17180,-10.96438584,-37.06884405
14627,-10.89685731,-37.05355244
1124,-10.90471908,-37.06054581
13220,-10.96776304,-37.04165778
13521,-10.92529266,-37.10469528
18031,-10.9189507,-37.08332084
3406,-10.44703836,-36.49803117
10520,-10.91094572,-37.06697291
11012,-10.94578166,-37.04610127
18535,-10.94377538,-37.08854203
7053,-10.91185696,-37.05743282
19494,-10.95510095,-37.05308853
16040,-10.90427461,-37.04804767
5287,-10.90771697,-37.073026399999996
10566,-10.9258909,-37.07213927
6669,-10.90348513,-37.05422902
8738,-10.89522147,-37.05140187
16077,-10.90894142,-37.04801375
14061,-10.92106276,-37.09041644
1617,-10.908045,-37.052565
16654,-10.94710877,-37.06326788
9895,-10.89712,-37.07967
10549,-10.92027431,-37.07012052
14800,-10.89685635,-37.05353426
13464,-10.91843412,-37.06312064
4208,-10.37976442,-36.83433347
1554,-10.90521667,-37.05319167
13814,-10.94332809,-37.07707562
5871,-10.90527406,-37.05766678
19345,-10.94573902,-37.07129886
16977,-10.96778415,-37.04174711
108,-10.94091498,-37.05938079
2922,-10.92667667,-37.10216167
1797,-10.92889167,-37.04443167
11499,-10.92270667,-37.0473
16383,-10.94482248,-37.04775364
1624,-10.908375,-37.05258
2698,-10.97968,-37.065575
8930,-10.94926278,-37.05151928
5640,-10.92107069,-37.05732206
13728,-10.96849081,-37.08132512
18914,-10.94650934,-37.07374574
19129,-10.94692974,-37.07255886
18847,-10.94302806,-37.06105801
3479,-10.4743065,-36.54155803
18064,-10.91871448,-37.063998
13024,-10.9758383,-37.04717067
9446,-10.90164783,-37.05034025
19553,-10.94415987,-37.08870225
6901,-10.93324462,-37.0619517
7070,-10.90841794,-37.05752211
8883,-10.93369918,-37.04972937
10376,-10.91695408,-37.06891413
11309,-10.89682442,-37.05344034
6027,-10.93476746,-37.05029195
9455,-10.90356443,-37.05044073
16783,-10.934148599999999,-37.08293024
16974,-10.96779056,-37.04184779999999
3967,-10.49968999,-36.58581573
16959,-10.95072331,-37.04540704
2769,-10.91418833,-37.08882333
9313,-10.90303279,-37.05268874
15299,-10.902766499999998,-37.05983061
11898,-10.90215111,-37.05039725
4582,-10.38043886,-36.83308027
9954,-10.89717,-37.079685
12837,-10.89746601,-37.05809045
4786,-10.91866695,-37.0688564
10491,-10.91012591,-37.06381172
770,-10.91840768,-37.05230779
15539,-10.89735271,-37.05797875
6887,-10.92648175,-37.05835367
17609,-10.95424031,-37.06853944
18718,-10.94848867,-37.07182656
4662,-10.385890400000001,-36.89012206
15200,-10.85888904,-37.05840744
1620,-10.90828167,-37.05265833
2585,-10.92661333,-37.10226
16131,-10.93134868,-37.04738268
4061,-10.4816907,-36.62245595
9203,-10.93651661,-37.05042318
17725,-10.94423866,-37.06864022
11906,-10.90385179,-37.05051233
220,-10.90889728,-37.04971129
14051,-10.92032498,-37.08881378
4635,-10.38406753,-36.86906024
18316,-10.9226855,-37.0472727
3519,-10.49573958,-36.57722321
986,-10.89877717,-37.05807859
9610,-10.9524551,-37.0586746
18650,-10.96849046,-37.06001014
12306,-10.89670766,-37.0533779
3243,-10.90955295,-37.07065024
13341,-10.96162531,-37.04284376
18697,-10.96242631,-37.05434046
13839,-10.92462695,-37.08052546
11231,-10.92925788,-37.04465386
2805,-10.92035667,-37.08861833
601,-10.91037567,-37.06385283
7127,-10.89869487,-37.05777406
16965,-10.9624691,-37.04276216
3787,-10.41503881,-36.69592562
11021,-10.94659985,-37.04658456
13144,-10.94223504,-37.04881741
13808,-10.96816195,-37.06063117
6523,-10.90075943,-37.05271147
7448,-10.927122800000001,-37.071221
5509,-10.94630675,-37.07417086
15089,-10.92284402,-37.0474012
18531,-10.9663046,-37.08280736
15585,-10.90389797,-37.07067045
4764,-10.91855271,-37.06342298
16891,-10.92075978,-37.08995509
12870,-10.90389758,-37.05750308
13030,-10.97583832,-37.04717053
17897,-10.91874494,-37.07966955
10101,-10.897125,-37.07968167
17482,-10.9361682,-37.06292332
12748,-10.8967815,-37.05344367
3608,-10.46535804,-36.63776661
19094,-10.94354185,-37.08630661
16872,-10.91861036,-37.07952004
9265,-10.91318438,-37.04781117
18768,-10.9438633,-37.08862976
3443,-10.45126432,-36.5167868
18613,-10.96909146,-37.05362536
5362,-10.90737539,-37.080583600000004
18169,-10.97637929,-37.04729306
1486,-10.91563167,-37.051605
17448,-10.93406479,-37.06183744
7437,-27.28504798,-48.63095695
8890,-10.93460012,-37.05023121
14364,-10.93697544,-37.08264705
8685,-10.89731608,-37.05344451
11594,-10.92261833,-37.04719333
15713,-10.91871178,-37.0688318
16951,-10.9218175,-37.10195567
10755,-10.94567298,-37.08927789
4303,-10.42914817,-36.68179472
78,-10.94565158,-37.04611989
5590,-10.93932497,-37.06376424
19393,-10.96220638,-37.05462021
19100,-10.9425665,-37.08239996
15811,-10.93923182,-37.05097483
4506,-10.3485575,-36.77530599
15637,-10.90977842,-37.05263214
250,-10.9184368,-37.05413224
3419,-10.44127535,-36.4978792
4988,-10.90835309,-37.072075899999994
4738,-10.91836768,-37.05378366
12037,-10.95418937,-37.05288752
9816,-10.89711667,-37.07969833
14362,-10.93696193,-37.08265568
1721,-10.92232,-37.05160333
6732,-10.90179521,-37.0303064
1449,-10.90861667,-37.05261833
13170,-10.92389206,-37.04413707
5087,-10.90779863,-37.07328463
4289,-10.42997052,-36.67597953
17156,-10.976041,-37.07062169
2739,-10.92415667,-37.08065333
6017,-10.93155167,-37.04766149
18597,-10.96636209,-37.0533164
3214,-10.90971447,-37.07029158
13301,-10.97888658,-37.04717829
5184,-10.90859248,-37.08488043
19068,-10.97497226,-37.06783039
15285,-10.898610099999999,-37.06021566
3253,-10.90979438,-37.07087002
18261,-10.92278381,-37.04734432
11677,-10.93131,-37.04729333
15461,-10.85794109,-37.05843323
3083,-10.90198038,-37.05543841
16358,-10.94338589,-37.05428538
14751,-10.91332537,-37.04778316
2880,-10.92528667,-37.103790000000004
5921,-10.91274767,-37.05723311
9135,-10.95267531,-37.05763721
3195,-10.90989119,-37.07042658
10055,-10.89709333,-37.07970833
1814,-10.93011667,-37.04590833
6929,-10.94204458,-37.06697732
4357,-10.41624333,-36.69436246
6409,-10.94218461,-37.04886053
6843,-10.91386929,-37.05743270000001
16345,-10.93960831,-37.0595385
8977,-10.95252936,-37.0581656
1216,-10.90056389,-37.05653454
17621,-10.95034248,-37.06618147
1977,-10.97121167,-37.04547
824,-10.91867849,-37.06859656
5502,-10.94174922,-37.07863201
6226,-10.98673244,-37.0677468
15412,-10.85362986,-37.06355692
5058,-10.907703,-37.07324562
6152,-10.98292553,-37.05598127
15497,-10.87788023,-37.05023099
4732,-10.91838587,-37.0512946
1793,-10.92889167,-37.04442
2294,-10.98528,-37.05262833
1989,-10.97551333,-37.04656
15305,-10.90460026,-37.060844200000005
13645,-10.9263487,-37.10220208
9301,-10.90241991,-37.04983139
15512,-10.88743425,-37.05110213
17511,-10.93962353,-37.06325334
18146,-10.97885212,-37.04719625
5902,-10.90672314,-37.05758129
11346,-10.89735074,-37.05260233
11085,-10.94173874,-37.04952958
815,-10.91855532,-37.0645434
2537,-10.926464999999999,-37.10212
10800,-10.94312642,-37.08458734
16792,-10.93211389,-37.08228872
15495,-10.877348,-37.05050427
13240,-10.93196902,-37.04799162
19021,-10.96585182,-37.06791014
11534,-10.922605,-37.04722
6731,-10.9014951,-37.03065413
18074,-10.91861114,-37.05600223
15742,-10.91993755,-37.08768629
13792,-10.96941776,-37.06002389
17399,-10.93101341,-37.05980562
6482,-10.90958591,-37.047806200000004
5475,-10.92791779,-37.08079785
12893,-10.90753491,-37.06201037
14714,-10.91865504,-37.06003358
1530,-10.92238333,-37.05139833
19118,-10.9471655,-37.07328109
6782,-10.90259309,-37.05510169
4675,-10.90888293,-37.05223377
15492,-10.87586925,-37.05129312
10064,-10.89709333,-37.07970833
6692,-10.90082122,-37.05267249
4420,-10.39912816,-36.71527286
3950,-10.37274959,-36.74074601
10257,-10.897115,-37.079745
13977,-10.91846241,-37.05360774
16649,-10.94555881,-37.06246697
2532,-10.92653167,-37.101995
12749,-10.89678163,-37.05344366
11089,-10.94116015,-37.05018923
7051,-10.91194132,-37.0574602
16207,-10.97187799,-37.05400118
5785,-10.89686042,-37.05342615
3102,-10.90356704,-37.06012396
10384,-10.91930848,-37.06974579
12785,-10.89686731,-37.05350922
23,-10.94153251,-37.05734578
14975,-10.94325673,-37.06076113
4642,-10.38451112,-36.87437066
15901,-10.98785375,-37.05628288
18276,-10.92278173,-37.04734218
5358,-10.90619684,-37.08042973
17911,-10.91849157,-37.07535165
16608,-10.95792819,-37.06930347
9696,-10.89709333,-37.07970833
15442,-10.85263195,-37.06627519
11242,-10.90396233,-37.04817205
13099,-10.97894744,-37.04721916
10500,-10.91048471,-37.06414258
16417,-10.94529756,-37.04865401
7134,-10.8971295,-37.05774991
17889,-10.91902931,-37.08426931
14074,-10.92165898,-37.09945809
7349,-27.33694353,-48.62704236
12195,-10.93054785,-37.04621469
10542,-10.91792517,-37.06924827
4148,-10.36988822,-36.80986762
5950,-10.91811121,-37.05517797
6262,-10.98331331,-37.05405272
11809,-10.97423167,-37.042715
595,-10.910457199999998,-37.063681700000004
2468,-10.92512667,-37.10481667
10748,-10.94567106,-37.08851499
10162,-10.89709667,-37.07974667
83,-10.94705119,-37.04568528
10963,-10.94315425,-37.05103445
13558,-10.91841049,-37.05484777
4160,-10.37359656,-36.81432225
11073,-10.94903724,-37.04522415
16471,-10.9451806,-37.04854612
4276,-10.38315751,-36.85884643
7031,-10.91988314,-37.05737165
15966,-10.90719664,-37.02635616
1034,-10.89690555,-37.05341891
13658,-10.92662572,-37.10231703
19122,-10.94790433,-37.07301245
18740,-10.941913099999999,-37.08016328
1755,-10.923964999999999,-37.04453167
10692,-10.94054169,-37.08529245
3916,-10.48742722,-36.56344834
14173,-11.00269821,-37.07118624
15047,-10.94348596,-37.06085595
105,-10.94029375,-37.05890855
11165,-10.94250011,-37.04849063
10617,-10.94077575,-37.07936
8672,-10.89631822,-37.05330675
9682,-10.89694333,-37.079645
1037,-10.896905499999999,-37.05341849
1336,-10.92072642,-37.08992047
18997,-10.94820641,-37.07216946
7212,-10.9104884,-37.0931939
4944,-10.90270141,-37.05984812
4692,-10.913434800000001,-37.05281276
17863,-10.92221352,-37.09327876
15562,-10.90233019,-37.05966144
11768,-10.96738833,-37.04269
87,-10.94708532,-37.04578286
655,-10.90786477,-37.07306509
164,-10.96985275,-37.0669367
10283,-10.89708667,-37.07971833
2571,-10.92652167,-37.10238333
6059,-10.94311675,-37.05127314
16661,-10.94711858,-37.0654977
8939,-10.95454839,-37.05298213
13569,-10.91844615,-37.06308657
9193,-10.94109958,-37.05062801
17600,-10.95653227,-37.06935003
15898,-10.98781855,-37.05583197
13358,-10.97520532,-37.04304308
15213,-10.87003962,-37.05454586
19311,-10.9409955,-37.06289456
17136,-10.98200677,-37.06139351
826,-10.91865205,-37.06996072
8686,-10.89723259,-37.05346108
653,-10.90786645,-37.07306475
19370,-10.95354485,-37.05580842
10433,-10.9357293,-37.07577484
2975,-10.92640667,-37.1022
17894,-10.91885942,-37.08213293
13227,-10.9749042,-37.04354865
12071,-10.94981756,-37.0716727
18075,-10.91860731,-37.05543916
13581,-10.91851368,-37.07051376
10576,-10.92937983,-37.07346738
17433,-10.93420393,-37.06167706
14844,-10.96238233,-37.054686100000005
4520,-10.34940812,-36.78820033
18116,-10.91146427,-37.04786797
18420,-10.90324729,-37.08255656
17461,-10.93468172,-37.06269033
4881,-10.89627822,-37.05410612
13440,-10.97412779,-37.04602504
5079,-10.90779392,-37.07328378
1949,-10.96284333,-37.04254
19343,-10.94548771,-37.07104019
11169,-10.94173874,-37.04952958
19438,-10.96648937,-37.05891864
2587,-10.926535000000001,-37.10234167
11382,-10.97578667,-37.04702
